id;code;name;reconcile;deprecated;user_type_id;tag_id1;tag_id2;tag_id3
chart_skr49_0210;0210;Betriebsvorrichtungen;False;False;data_account_type_non_current_assets;account_tag_skr49_013;account_tag_skr49_070;
chart_skr49_0215;0215;Sportvorrichtungen;False;False;data_account_type_non_current_assets;account_tag_skr49_013;account_tag_skr49_070;
chart_skr49_0220;0220;Vereinsheimausstattung;False;False;data_account_type_non_current_assets;account_tag_skr49_013;account_tag_skr49_070;
chart_skr49_0250;0250;Kraftfahrzeuge, Transportmittel;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_071;
chart_skr49_0255;0255;Pkw;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_071;
chart_skr49_0260;0260;Anhänger;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_071;
chart_skr49_0265;0265;Pflegemaschinen;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_071;
chart_skr49_0300;0300;Vereinsausstattung;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_072;
chart_skr49_0305;0305;Vereinskleidung;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_072;
chart_skr49_0310;0310;Sportgeräte;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_072;
chart_skr49_0315;0315;Werkzeuge;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_072;
chart_skr49_0320;0320;Büroeinrichtung;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_072;
chart_skr49_0335;0335;Sonstiges Inventar;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_072;
chart_skr49_0340;0340;Geringwertige Wirtschaftsgüter;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_072;
chart_skr49_0341;0341;Wirtschaftsgüter (Sammelposten);False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_072;
chart_skr49_0400;0400;Sonstige Anlagen und Ausstattung;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0405;0405;Betriebsausstattung;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0410;0410;Geschäftsausstattung;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0415;0415;Büroeinrichtung;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0420;0420;Ladeneinrichtung;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0425;0425;Werkzeuge;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0430;0430;Einbauten;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0475;0475;Geringwertige Wirtschaftsgüter;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0476;0476;Wirtschaftsgüter (Sammelposten);False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_073;
chart_skr49_0480;0480;Geleistete Anzahlungen Grundstücke/Gebäude;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_074;
chart_skr49_0485;0485;Gebäude im Bau;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_074;
chart_skr49_0490;0490;Geleistete Anzahlungen sonstige Sachanlagen;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_074;
chart_skr49_0495;0495;Sonstige Sachanlagen im Bau;False;False;data_account_type_non_current_assets;account_tag_skr49_014;account_tag_skr49_074;
chart_skr49_0500;0500;Anteile an verbundenen Unternehmen (Anlagevermögen);False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_075;
chart_skr49_0504;0504;Anteile an herrschender oder mit Mehrheit beteiligter Gesellschaft ;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_075;
chart_skr49_0505;0505;Ausleihungen an verbundene Unternehmen;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_076;
chart_skr49_0510;0510;Beteiligungen;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_077;
chart_skr49_0513;0513;Typisch stille Beteiligungen;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_077;
chart_skr49_0516;0516;Atypisch stille Beteiligungen;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_077;
chart_skr49_0517;0517;Beteiligungen an Kapitalgesellschaften;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_077;
chart_skr49_0518;0518;Beteiligungen an Personengesellschaften;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_077;
chart_skr49_0540;0540;Ausleihungen an Unternehmen, mit denen ein Beteiligungsverhältnis besteht;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_078;
chart_skr49_0545;0545;Wertpapiere des Anlagevermögens;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_079;
chart_skr49_0550;0550;Sonstige Ausleihungen;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_080;
chart_skr49_0555;0555;Geleistete Kautionen;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_080;
chart_skr49_0560;0560;Darlehen;False;False;data_account_type_non_current_assets;account_tag_skr49_015;account_tag_skr49_080;
chart_skr49_0600;0600;Roh-, Hilfs- und Betriebsstoffe (Bestand);False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_081;
chart_skr49_0610;0610;Unfertige Erzeugnisse, unfertige Leistungen (Bestand);False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_082;
chart_skr49_0620;0620;Waren (Bestand);False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_083;
chart_skr49_0621;0621;Fertige Erzeugnisse (Bestand);False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_083;
chart_skr49_0625;0625;Bestände Waren/Material aus Sachspenden;False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_083;
chart_skr49_0630;0630;Geleistete Anzahlungen auf Vorräte;False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_067;
chart_skr49_0634;0634;Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt);False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_084;
chart_skr49_0640;0640;Ausstehende Einlagen auf das gezeichnete Kapital, eingefordert (Forderungen, nicht eingeforderte ausstehende Einlagen s. Konto 1144);False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_085;
chart_skr49_0641;0641;Nachschüsse (Forderungen, Gegenkonto 1149);False;False;data_account_type_current_assets;account_tag_skr49_016;account_tag_skr49_086;
chart_skr49_0650;0650;Forderungen aus Lieferungen und Leistungen;True;True;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0651;0651;Forderungen aus Lieferungen und Leistungen ;True;True;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0652;0652;Forderungen aus Lieferungen und Leistungen ohne Kontokorrent;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0653;0653;Forderungen aus Lieferungen und Leistungen ohne Kontokorrent - Restlaufzeit bis 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0654;0654;Forderungen aus Lieferungen und Leistungen ohne Kontokorrent - Restlaufzeit größer 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0655;0655;Forderungen aus Vereinsbereichen;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0656;0656;Wechsel aus Lieferungen und Leistungen;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0657;0657;Wechsel aus Lieferungen und Leistungen - Restlaufzeit bis 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0658;0658;Wechsel aus Lieferungen und Leistungen - Restlaufzeit größer 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0659;0659;Wechsel aus Lieferungen und Leistungen, bundesbankfähig;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0660;0660;Forderungen nach ⌡ 11 Abs. 1 Satz 2 EStG für ⌡ 4 Abs. 3 EStG;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0661;0661;Zweifelhafte Forderungen;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0662;0662;Zweifelhafte Forderungen - Restlaufzeit bis 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0663;0663;Zweifelhafte Forderungen - Restlaufzeit größer 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0665;0665;Einzelwertberichtigungen auf Forderungen - Restlaufzeit bis 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_088;
chart_skr49_0666;0666;Einzelwertberichtigungen auf Forderungen - Restlaufzeit größer 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_088;
chart_skr49_0667;0667;Pauschalwertberichtigung auf Forderungen - Restlaufzeit bis 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_088;
chart_skr49_0668;0668;Pauschalwertberichtigung auf Forderungen - Restlaufzeit größer 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_088;
chart_skr49_0670;0670;Forderungen aus Lieferungen und Leistungen gegen Gesellschafter;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0671;0671;Forderungen aus Lieferungen und Leistungen gegen Gesellschafter - Restlaufzeit bis 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0672;0672;Forderungen aus Lieferungen und Leistungen gegen Gesellschafter - Restlaufzeit größer 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0673;0673;Gegenkonto zu sonstige Vermögensgegenstände bei Buchungen über Debitorenkonto;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_088;
chart_skr49_0674;0674;Gegenkonto 0653-0654, 0661-0664, 0670-0672, 0675-0679, 0687-0689, 0697-0699 bei Aufteilung Debitorenkonto;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_087;
chart_skr49_0675;0675;Wertberichtigungen auf Forderungen gegen verbundene Unternehmen - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_089;
chart_skr49_0676;0676;Wertberichtigungen auf Forderungen gegen verbundene Unternehmen - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_089;
chart_skr49_0677;0677;Wertberichtigungen auf Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_090;
chart_skr49_0678;0678;Wertberichtigungen auf Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_090;
chart_skr49_0680;0680;Forderungen gegen verbundene Unternehmen;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0681;0681;Forderungen gegen verbundene Unternehmen - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0682;0682;Forderungen gegen verbundene Unternehmen - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0683;0683;Besitzwechsel gegen verbundene Unternehmen;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0684;0684;Besitzwechsel gegen verbundene Unternehmen - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0685;0685;Besitzwechsel gegen verbundene Unternehmen - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0686;0686;Besitzwechsel gegen verbundene Unternehmen, bundebankfähig;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0687;0687;Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0688;0688;Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen - Restlaufzeit bis 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0689;0689;Forderungen aus Lieferungen und Leistungen gegen verbundene Unternehmen - Restlaufzeit größer 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_091;
chart_skr49_0690;0690;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0691;0691;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0692;0692;Forderungen gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0693;0693;Besitzwechsel gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0694;0694;Besitzwechsel gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0695;0695;Besitzwechsel gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0696;0696;Besitzwechsel gegen Unternehmen, mit denen ein Beteiligungsverhältnis besteht, bundebankfähig;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0697;0697;Forderungen aus Lieferungen und Leistungen gegen Unternehmen, mit denen ein Beteiligungsvehältnis besteht;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0698;0698;Forderungen aus Lieferungen und Leistungen gegen Unternehmen, mit denen ein Beteiligungsvehältnis besteht - Restlaufzeit bis 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0699;0699;Forderungen aus Lieferungen und Leistungen gegen Unternehmen, mit denen ein Beteiligungsvehältnis besteht - Restlaufzeit größer 1 Jahr;True;False;data_account_type_receivable;account_tag_skr49_017;account_tag_skr49_092;
chart_skr49_0700;0700;Sonstige Vermögensgegenstände;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0701;0701;Sonstige Vermögensgegenstände - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0702;0702;Sonstige Vermögensgegenstände - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0705;0705;Geldtransit;True;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_094;
chart_skr49_0707;0707;Forderungen gegen GmbH-Gesellschafter;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0708;0708;Forderungen gegen GmbH-Gesellschafter - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0709;0709;Forderungen gegen GmbH-Gesellschafter - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0710;0710;Verrechnungskonto für Gewinnermittlung ⌡ 4 Abs.3 EStG, nicht ergebniswirksam;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_094;
chart_skr49_0712;0712;Forderungen gegen Vorstandsmitglieder unf Geschäftsführer;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0713;0713;Forderungen gegen Vorstandsmitglieder unf Geschäftsführer - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0714;0714;Forderungen gegen Vorstandsmitglieder unf Geschäftsführer - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0715;0715;Überleitungskonto Kostenstellen;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_094;
chart_skr49_0716;0716;Verrechnungskonto erhaltene Auszahlungen bei Buchung über Debitorenkonto;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_095;
chart_skr49_0717;0717;Forderungen gegen sonstige Gesellschafter;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0718;0718;Forderungen gegen sonstige Gesellschafter - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0719;0719;Forderungen gegen sonstige Gesellschafter - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0720;0720;Verrechnungskonto Ist-Versteuerung;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_094;
chart_skr49_0721;0721;Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0722;0722;Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0723;0723;Forderungen gegen Personal aus Lohn- und Gehaltsabrechnung - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0724;0724;Kautionen;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0725;0725;Kautionen - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0726;0726;Kautionen - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0727;0727;Darlehen;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0728;0728;Darlehen - Restlaufzeit bis 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0729;0729;Darlehen - Restlaufzeit größer 1 Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_093;
chart_skr49_0730;0730;Gegenkonto Bruttovorumsatz;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_096;
chart_skr49_0735;0735;Nettoaufwand 7 % Vorumsatz;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_096;
chart_skr49_0740;0740;Nettoaufwand 19 % Vorumsatz;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_096;
chart_skr49_0745;0745;Umsatzsteuerforderungen laufendes Jahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_097;
chart_skr49_0746;0746;Forderungen aus Umsatzsteuer-Vorauszahlungen;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_098;
chart_skr49_0747;0747;Umsatzsteuerforderungen Vorjahr;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_098;
chart_skr49_0748;0748;Umsatzsteuerforderungen frühere Jahre;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_098;
chart_skr49_0755;0755;Zurückzuzahlende Vorsteuer gem. ⌡ 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_097;
chart_skr49_0756;0756;Zurückzuzahlende Vorsteuer, ⌡ 15a Abs. 2 UStG;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_097;
chart_skr49_0757;0757;Zurückzuzahlende Vorsteuer, ⌡ 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_097;
chart_skr49_0758;0758;Nachträglich abziehbare Vorsteuer, ⌡ 15a Abs. 2 UStG;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_097;
chart_skr49_0759;0759;Nachträglich abziehbare Vorsteuer gem. ⌡ 15a Abs. 1 UStG, unbewegliche Wirtschaftsgüter;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_097;
chart_skr49_0760;0760;Nachträglich abziehbare Vorsteuer, ⌡ 15a Abs. 1 UStG, bewegliche Wirtschaftsgüter;False;False;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_097;
chart_skr49_0761;0761;Abziehbare Vorsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager;False;True;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_099;
chart_skr49_0770;0770;Abziehbare Vorsteuer;False;True;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_099;
chart_skr49_0775;0775;Abziehbare Vorsteuer 7 %;False;True;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_099;
chart_skr49_0780;0780;Abziehbare Vorsteuer 19 %;False;True;data_account_type_current_assets;account_tag_skr49_017;account_tag_skr49_099;
